Team Name,Team Abbr.,Season,League,URL
Santa Cruz Warriors,SCW,2015,G League,https://www.basketball-reference.com/gleague/teams/SCW/2015.html
Santa Cruz Warriors,SCW,2016,G League,https://www.basketball-reference.com/gleague/teams/SCW/2016.html
Santa Cruz Warriors,SCW,2017,G League,https://www.basketball-reference.com/gleague/teams/SCW/2017.html
Santa Cruz Warriors,SCW,2018,G League,https://www.basketball-reference.com/gleague/teams/SCW/2018.html
Santa Cruz Warriors,SCW,2019,G League,https://www.basketball-reference.com/gleague/teams/SCW/2019.html
Santa Cruz Warriors,SCW,2020,G League,https://www.basketball-reference.com/gleague/teams/SCW/2020.html
Santa Cruz Warriors,SCW,2021,G League,https://www.basketball-reference.com/gleague/teams/SCW/2021.html
Santa Cruz Warriors,SCW,2022,G League,https://www.basketball-reference.com/gleague/teams/SCW/2022.html
Santa Cruz Warriors,SCW,2023,G League,https://www.basketball-reference.com/gleague/teams/SCW/2023.html
Santa Cruz Warriors,SCW,2024,G League,https://www.basketball-reference.com/gleague/teams/SCW/2024.html
Dakota Wizards,DAK,2007,G League,https://www.basketball-reference.com/gleague/teams/DAK/2007.html
Dakota Wizards,DAK,2008,G League,https://www.basketball-reference.com/gleague/teams/DAK/2008.html
Dakota Wizards,DAK,2009,G League,https://www.basketball-reference.com/gleague/teams/DAK/2009.html
Dakota Wizards,DAK,2010,G League,https://www.basketball-reference.com/gleague/teams/DAK/2010.html
Dakota Wizards,DAK,2011,G League,https://www.basketball-reference.com/gleague/teams/DAK/2011.html
Dakota Wizards,DAK,2012,G League,https://www.basketball-reference.com/gleague/teams/DAK/2012.html
Sioux Falls Skyforce,SXF,2007,G League,https://www.basketball-reference.com/gleague/teams/SXF/2007.html
Sioux Falls Skyforce,SXF,2008,G League,https://www.basketball-reference.com/gleague/teams/SXF/2008.html
Sioux Falls Skyforce,SXF,2009,G League,https://www.basketball-reference.com/gleague/teams/SXF/2009.html
Sioux Falls Skyforce,SXF,2010,G League,https://www.basketball-reference.com/gleague/teams/SXF/2010.html
Sioux Falls Skyforce,SXF,2011,G League,https://www.basketball-reference.com/gleague/teams/SXF/2011.html
Sioux Falls Skyforce,SXF,2012,G League,https://www.basketball-reference.com/gleague/teams/SXF/2012.html
Sioux Falls Skyforce,SXF,2013,G League,https://www.basketball-reference.com/gleague/teams/SXF/2013.html
Sioux Falls Skyforce,SXF,2014,G League,https://www.basketball-reference.com/gleague/teams/SXF/2014.html
Sioux Falls Skyforce,SXF,2015,G League,https://www.basketball-reference.com/gleague/teams/SXF/2015.html
Sioux Falls Skyforce,SXF,2016,G League,https://www.basketball-reference.com/gleague/teams/SXF/2016.html
Sioux Falls Skyforce,SXF,2017,G League,https://www.basketball-reference.com/gleague/teams/SXF/2017.html
Sioux Falls Skyforce,SXF,2018,G League,https://www.basketball-reference.com/gleague/teams/SXF/2018.html
Sioux Falls Skyforce,SXF,2019,G League,https://www.basketball-reference.com/gleague/teams/SXF/2019.html
Sioux Falls Skyforce,SXF,2020,G League,https://www.basketball-reference.com/gleague/teams/SXF/2020.html
Sioux Falls Skyforce,SXF,2021,G League,https://www.basketball-reference.com/gleague/teams/SXF/2021.html
Sioux Falls Skyforce,SXF,2022,G League,https://www.basketball-reference.com/gleague/teams/SXF/2022.html
Sioux Falls Skyforce,SXF,2023,G League,https://www.basketball-reference.com/gleague/teams/SXF/2023.html
Sioux Falls Skyforce,SXF,2024,G League,https://www.basketball-reference.com/gleague/teams/SXF/2024.html
South Bay Lakers,SBL,2018,G League,https://www.basketball-reference.com/gleague/teams/SBL/2018.html
South Bay Lakers,SBL,2019,G League,https://www.basketball-reference.com/gleague/teams/SBL/2019.html
South Bay Lakers,SBL,2020,G League,https://www.basketball-reference.com/gleague/teams/SBL/2020.html
South Bay Lakers,SBL,2021,G League,https://www.basketball-reference.com/gleague/teams/SBL/2021.html
South Bay Lakers,SBL,2022,G League,https://www.basketball-reference.com/gleague/teams/SBL/2022.html
South Bay Lakers,SBL,2023,G League,https://www.basketball-reference.com/gleague/teams/SBL/2023.html
South Bay Lakers,SBL,2024,G League,https://www.basketball-reference.com/gleague/teams/SBL/2024.html
Los Angeles D-Fenders,LOS,2007,G League,https://www.basketball-reference.com/gleague/teams/LOS/2007.html
Los Angeles D-Fenders,LOS,2008,G League,https://www.basketball-reference.com/gleague/teams/LOS/2008.html
Los Angeles D-Fenders,LOS,2009,G League,https://www.basketball-reference.com/gleague/teams/LOS/2009.html
Los Angeles D-Fenders,LOS,2010,G League,https://www.basketball-reference.com/gleague/teams/LOS/2010.html
Los Angeles D-Fenders,LOS,2011,G League,https://www.basketball-reference.com/gleague/teams/LOS/2011.html
Los Angeles D-Fenders,LOS,2012,G League,https://www.basketball-reference.com/gleague/teams/LOS/2012.html
Los Angeles D-Fenders,LOS,2013,G League,https://www.basketball-reference.com/gleague/teams/LOS/2013.html
Los Angeles D-Fenders,LOS,2014,G League,https://www.basketball-reference.com/gleague/teams/LOS/2014.html
Los Angeles D-Fenders,LOS,2015,G League,https://www.basketball-reference.com/gleague/teams/LOS/2015.html
Los Angeles D-Fenders,LOS,2016,G League,https://www.basketball-reference.com/gleague/teams/LOS/2016.html
Los Angeles D-Fenders,LOS,2017,G League,https://www.basketball-reference.com/gleague/teams/LOS/2017.html
Stockton Kings,STO,2019,G League,https://www.basketball-reference.com/gleague/teams/STO/2019.html
Stockton Kings,STO,2020,G League,https://www.basketball-reference.com/gleague/teams/STO/2020.html
Stockton Kings,STO,2021,G League,https://www.basketball-reference.com/gleague/teams/STO/2021.html
Stockton Kings,STO,2022,G League,https://www.basketball-reference.com/gleague/teams/STO/2022.html
Stockton Kings,STO,2023,G League,https://www.basketball-reference.com/gleague/teams/STO/2023.html
Stockton Kings,STO,2024,G League,https://www.basketball-reference.com/gleague/teams/STO/2024.html
Reno Bighorns,REN,2009,G League,https://www.basketball-reference.com/gleague/teams/REN/2009.html
Reno Bighorns,REN,2010,G League,https://www.basketball-reference.com/gleague/teams/REN/2010.html
Reno Bighorns,REN,2011,G League,https://www.basketball-reference.com/gleague/teams/REN/2011.html
Reno Bighorns,REN,2012,G League,https://www.basketball-reference.com/gleague/teams/REN/2012.html
Reno Bighorns,REN,2013,G League,https://www.basketball-reference.com/gleague/teams/REN/2013.html
Reno Bighorns,REN,2014,G League,https://www.basketball-reference.com/gleague/teams/REN/2014.html
Reno Bighorns,REN,2015,G League,https://www.basketball-reference.com/gleague/teams/REN/2015.html
Reno Bighorns,REN,2016,G League,https://www.basketball-reference.com/gleague/teams/REN/2016.html
Reno Bighorns,REN,2017,G League,https://www.basketball-reference.com/gleague/teams/REN/2017.html
Reno Bighorns,REN,2018,G League,https://www.basketball-reference.com/gleague/teams/REN/2018.html
Texas Legends,TEX,2011,G League,https://www.basketball-reference.com/gleague/teams/TEX/2011.html
Texas Legends,TEX,2012,G League,https://www.basketball-reference.com/gleague/teams/TEX/2012.html
Texas Legends,TEX,2013,G League,https://www.basketball-reference.com/gleague/teams/TEX/2013.html
Texas Legends,TEX,2014,G League,https://www.basketball-reference.com/gleague/teams/TEX/2014.html
Texas Legends,TEX,2015,G League,https://www.basketball-reference.com/gleague/teams/TEX/2015.html
Texas Legends,TEX,2016,G League,https://www.basketball-reference.com/gleague/teams/TEX/2016.html
Texas Legends,TEX,2017,G League,https://www.basketball-reference.com/gleague/teams/TEX/2017.html
Texas Legends,TEX,2018,G League,https://www.basketball-reference.com/gleague/teams/TEX/2018.html
Texas Legends,TEX,2019,G League,https://www.basketball-reference.com/gleague/teams/TEX/2019.html
Texas Legends,TEX,2020,G League,https://www.basketball-reference.com/gleague/teams/TEX/2020.html
Texas Legends,TEX,2021,G League,https://www.basketball-reference.com/gleague/teams/TEX/2021.html
Texas Legends,TEX,2022,G League,https://www.basketball-reference.com/gleague/teams/TEX/2022.html
Texas Legends,TEX,2023,G League,https://www.basketball-reference.com/gleague/teams/TEX/2023.html
Texas Legends,TEX,2024,G League,https://www.basketball-reference.com/gleague/teams/TEX/2024.html
Colorado 14ers,COL,2007,G League,https://www.basketball-reference.com/gleague/teams/COL/2007.html
Colorado 14ers,COL,2008,G League,https://www.basketball-reference.com/gleague/teams/COL/2008.html
Colorado 14ers,COL,2009,G League,https://www.basketball-reference.com/gleague/teams/COL/2009.html
Westchester Knicks,WES,2015,G League,https://www.basketball-reference.com/gleague/teams/WES/2015.html
Westchester Knicks,WES,2016,G League,https://www.basketball-reference.com/gleague/teams/WES/2016.html
Westchester Knicks,WES,2017,G League,https://www.basketball-reference.com/gleague/teams/WES/2017.html
Westchester Knicks,WES,2018,G League,https://www.basketball-reference.com/gleague/teams/WES/2018.html
Westchester Knicks,WES,2019,G League,https://www.basketball-reference.com/gleague/teams/WES/2019.html
Westchester Knicks,WES,2020,G League,https://www.basketball-reference.com/gleague/teams/WES/2020.html
Westchester Knicks,WES,2021,G League,https://www.basketball-reference.com/gleague/teams/WES/2021.html
Westchester Knicks,WES,2022,G League,https://www.basketball-reference.com/gleague/teams/WES/2022.html
Westchester Knicks,WES,2023,G League,https://www.basketball-reference.com/gleague/teams/WES/2023.html
Westchester Knicks,WES,2024,G League,https://www.basketball-reference.com/gleague/teams/WES/2024.html
Windy City Bulls,WCB,2017,G League,https://www.basketball-reference.com/gleague/teams/WCB/2017.html
Windy City Bulls,WCB,2018,G League,https://www.basketball-reference.com/gleague/teams/WCB/2018.html
Windy City Bulls,WCB,2019,G League,https://www.basketball-reference.com/gleague/teams/WCB/2019.html
Windy City Bulls,WCB,2020,G League,https://www.basketball-reference.com/gleague/teams/WCB/2020.html
Windy City Bulls,WCB,2021,G League,https://www.basketball-reference.com/gleague/teams/WCB/2021.html
Windy City Bulls,WCB,2022,G League,https://www.basketball-reference.com/gleague/teams/WCB/2022.html
Windy City Bulls,WCB,2023,G League,https://www.basketball-reference.com/gleague/teams/WCB/2023.html
Windy City Bulls,WCB,2024,G League,https://www.basketball-reference.com/gleague/teams/WCB/2024.html
Wisconsin Herd,WIS,2018,G League,https://www.basketball-reference.com/gleague/teams/WIS/2018.html
Wisconsin Herd,WIS,2019,G League,https://www.basketball-reference.com/gleague/teams/WIS/2019.html
Wisconsin Herd,WIS,2020,G League,https://www.basketball-reference.com/gleague/teams/WIS/2020.html
Wisconsin Herd,WIS,2021,G League,https://www.basketball-reference.com/gleague/teams/WIS/2021.html
Wisconsin Herd,WIS,2022,G League,https://www.basketball-reference.com/gleague/teams/WIS/2022.html
Wisconsin Herd,WIS,2023,G League,https://www.basketball-reference.com/gleague/teams/WIS/2023.html
Wisconsin Herd,WIS,2024,G League,https://www.basketball-reference.com/gleague/teams/WIS/2024.html
Arkansas RimRockers,ARK,2006,G League,https://www.basketball-reference.com/gleague/teams/ARK/2006.html
Arkansas RimRockers,ARK,2007,G League,https://www.basketball-reference.com/gleague/teams/ARK/2007.html
Fayetteville Patriots,FAY,2002,G League,https://www.basketball-reference.com/gleague/teams/FAY/2002.html
Fayetteville Patriots,FAY,2003,G League,https://www.basketball-reference.com/gleague/teams/FAY/2003.html
Fayetteville Patriots,FAY,2004,G League,https://www.basketball-reference.com/gleague/teams/FAY/2004.html
Fayetteville Patriots,FAY,2005,G League,https://www.basketball-reference.com/gleague/teams/FAY/2005.html
Fayetteville Patriots,FAY,2006,G League,https://www.basketball-reference.com/gleague/teams/FAY/2006.html
Florida Flame,FLO,2005,G League,https://www.basketball-reference.com/gleague/teams/FLO/2005.html
Florida Flame,FLO,2006,G League,https://www.basketball-reference.com/gleague/teams/FLO/2006.html
Charleston Lowgators,CHS,2003,G League,https://www.basketball-reference.com/gleague/teams/CHS/2003.html
Charleston Lowgators,CHS,2004,G League,https://www.basketball-reference.com/gleague/teams/CHS/2004.html
North Charleston Lowgators,NCH,2002,G League,https://www.basketball-reference.com/gleague/teams/NCH/2002.html
North Charleston Lowgators,NCH,2003,G League,https://www.basketball-reference.com/gleague/teams/NCH/2003.html
Fort Worth Flyers,FTW,2006,G League,https://www.basketball-reference.com/gleague/teams/FTW/2006.html
Fort Worth Flyers,FTW,2007,G League,https://www.basketball-reference.com/gleague/teams/FTW/2007.html
Greenville Groove,GRE,2002,G League,https://www.basketball-reference.com/gleague/teams/GRE/2002.html
Greenville Groove,GRE,2003,G League,https://www.basketball-reference.com/gleague/teams/GRE/2003.html
Mobile Revelers,MOB,2002,G League,https://www.basketball-reference.com/gleague/teams/MOB/2002.html
Mobile Revelers,MOB,2003,G League,https://www.basketball-reference.com/gleague/teams/MOB/2003.html
Roanoke Dazzle,ROA,2002,G League,https://www.basketball-reference.com/gleague/teams/ROA/2002.html
Roanoke Dazzle,ROA,2003,G League,https://www.basketball-reference.com/gleague/teams/ROA/2003.html
Roanoke Dazzle,ROA,2004,G League,https://www.basketball-reference.com/gleague/teams/ROA/2004.html
Roanoke Dazzle,ROA,2005,G League,https://www.basketball-reference.com/gleague/teams/ROA/2005.html
Roanoke Dazzle,ROA,2006,G League,https://www.basketball-reference.com/gleague/teams/ROA/2006.html
