Team Name,Team Abbr.,League,Season,Division,Division Rank,Conference,Conference Rank,Play-In,Win Play-In,First Round Wins,First Round Losses,First Round Opp.,Won First Round,Second Round Wins,Second Round Losses,Second Round Opp.,Won Second Round,Semifinals Wins,Semifinals Losses,Semifinals Opp.,Won Semifinals,Finals Wins,Finals Losses,Finals Opp.,Won Finals
Atlanta Hawks,ATL,NBA,2017,Southeast,2,Eastern,5,No,No,2,4,Washington Wizards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,2017,Central,2,Eastern,6,No,No,2,4,Toronto Raptors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,2017,Central,3,Eastern,7,No,No,0,4,Cleveland Cavaliers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,2017,Central,4,Eastern,8,No,No,2,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,2017,Southeast,3,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,2017,Central,5,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHO,NBA,2017,Southeast,4,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,2017,Atlantic,3,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,2017,Southeast,5,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,2017,Atlantic,4,Eastern,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn Nets,BRK,NBA,2017,Atlantic,5,Eastern,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,2017,Pacific,1,Western,1,No,No,4,0,Portland Trail Blazers,Yes,4,0,Utah Jazz,Yes,4,0,San Antonio Spurs,Yes,4,1,Cleveland Cavaliers,Yes
San Antonio Spurs,SAS,NBA,2017,Southwest,1,Western,2,No,No,4,2,Memphis Grizzlies,Yes,4,2,Houston Rockets,Yes,0,4,Golden State Warriors,No,NA,NA,NA,NA
Houston Rockets,HOU,NBA,2017,Southwest,2,Western,3,No,No,4,1,Oklahoma City Thunder,Yes,2,4,San Antonio Spurs,No,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,2017,Pacific,2,Western,4,No,No,3,4,Utah Jazz,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,2017,Northwest,1,Western,5,No,No,4,3,Los Angeles Clippers,Yes,0,4,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma City Thunder,OKC,NBA,2017,Northwest,2,Western,6,No,No,1,4,Houston Rockets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis Grizzlies,MEM,NBA,2017,Southwest,3,Western,7,No,No,2,4,San Antonio Spurs,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,2017,Northwest,3,Western,8,No,No,0,4,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,2017,Northwest,4,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Pelicans,NOP,NBA,2017,Southwest,4,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,2017,Southwest,5,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,2017,Pacific,3,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Timberwolves,MIN,NBA,2017,Northwest,5,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,2017,Pacific,4,Western,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,2017,Pacific,5,Western,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toronto Raptors,TOR,NBA,2018,Atlantic,1,Eastern,1,No,No,4,2,Washington Wizards,Yes,0,4,Cleveland Cavaliers,No,NA,NA,NA,NA,NA,NA,NA,NA
Boston Celtics,BOS,NBA,2018,Atlantic,2,Eastern,2,No,No,4,3,Milwaukee Bucks,Yes,4,1,Philadelphia 76ers,Yes,3,4,Cleveland Cavaliers,No,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,2018,Atlantic,3,Eastern,3,No,No,4,1,Miami Heat,Yes,1,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,2018,Central,1,Eastern,4,No,No,4,3,Indiana Pacers,Yes,4,0,Toronto Raptors,Yes,4,3,Boston Celtics,Yes,0,4,Golden State Warriors,No
Indiana Pacers,IND,NBA,2018,Central,2,Eastern,5,No,No,3,4,Cleveland Cavaliers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,2018,Southeast,1,Eastern,6,No,No,1,4,Philadelphia 76ers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,2018,Central,3,Eastern,7,No,No,3,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Wizards,WAS,NBA,2018,Southeast,2,Eastern,8,No,No,2,4,Toronto Raptors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,2018,Central,4,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHO,NBA,2018,Southeast,3,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,2018,Atlantic,4,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn Nets,BRK,NBA,2018,Atlantic,5,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,2018,Central,5,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,2018,Southeast,4,Eastern,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,2018,Southeast,5,Eastern,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,2018,Southwest,1,Western,1,No,No,4,1,Minnesota Timberwolves,Yes,4,1,Utah Jazz,Yes,3,4,Golden State Warriors,No,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,2018,Pacific,1,Western,2,No,No,4,1,San Antonio Spurs,Yes,4,1,New Orleans Pelicans,Yes,4,3,Houston Rockets,Yes,4,0,Cleveland Cavaliers,Yes
Portland Trail Blazers,POR,NBA,2018,Northwest,1,Western,3,No,No,0,4,New Orleans Pelicans,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma City Thunder,OKC,NBA,2018,Northwest,2,Western,4,No,No,2,4,Utah Jazz,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,2018,Northwest,3,Western,5,No,No,4,2,Oklahoma City Thunder,Yes,1,4,Houston Rockets,No,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Pelicans,NOP,NBA,2018,Southwest,2,Western,6,No,No,4,0,Portland Trail Blazers,Yes,1,4,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,2018,Southwest,3,Western,7,No,No,1,4,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Timberwolves,MIN,NBA,2018,Northwest,4,Western,8,No,No,1,4,Houston Rockets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,2018,Northwest,5,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,2018,Pacific,2,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,2018,Pacific,3,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,2018,Pacific,4,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,2018,Southwest,4,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis Grizzlies,MEM,NBA,2018,Southwest,5,Western,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,2018,Pacific,5,Western,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,2019,Central,1,Eastern,1,No,No,4,0,Detroit Pistons,Yes,4,1,Boston Celtics,Yes,2,4,Toronto Raptors,No,NA,NA,NA,NA
Toronto Raptors,TOR,NBA,2019,Atlantic,1,Eastern,2,No,No,4,1,Orlando Magic,Yes,4,3,Philadelphia 76ers,Yes,4,2,Milwaukee Bucks,Yes,4,2,Golden State Warriors,Yes
Philadelphia 76ers,PHI,NBA,2019,Atlantic,2,Eastern,3,No,No,4,1,Brooklyn Nets,Yes,3,4,Toronto Raptors,No,NA,NA,NA,NA,NA,NA,NA,NA
Boston Celtics,BOS,NBA,2019,Atlantic,3,Eastern,4,No,No,4,0,Indiana Pacers,Yes,1,4,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,2019,Central,2,Eastern,5,No,No,0,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn Nets,BRK,NBA,2019,Atlantic,4,Eastern,6,No,No,1,4,Philadelphia 76ers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,2019,Southeast,1,Eastern,7,No,No,1,4,Toronto Raptors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,2019,Central,3,Eastern,8,No,No,0,4,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHO,NBA,2019,Southeast,2,Eastern,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,2019,Southeast,3,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Wizards,WAS,NBA,2019,Southeast,4,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,2019,Southeast,5,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,2019,Central,4,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,2019,Central,5,Eastern,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,2019,Atlantic,5,Eastern,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,2019,Pacific,1,Western,1,No,No,4,2,Los Angeles Clippers,Yes,4,2,Houston Rockets,Yes,4,0,Portland Trail Blazers,Yes,2,4,Toronto Raptors,No
Denver Nuggets,DEN,NBA,2019,Northwest,1,Western,2,No,No,4,3,San Antonio Spurs,Yes,3,4,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,2019,Northwest,2,Western,3,No,No,4,1,Oklahoma City Thunder,Yes,4,3,Denver Nuggets,Yes,0,4,Golden State Warriors,No,NA,NA,NA,NA
Houston Rockets,HOU,NBA,2019,Southwest,1,Western,4,No,No,4,1,Utah Jazz,Yes,2,4,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,2019,Northwest,3,Western,5,No,No,1,4,Houston Rockets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma City Thunder,OKC,NBA,2019,Northwest,4,Western,6,No,No,1,4,Portland Trail Blazers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,2019,Southwest,2,Western,7,No,No,3,4,Denver Nuggets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,2019,Pacific,2,Western,8,No,No,2,4,Golden State Warriors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,2019,Pacific,3,Western,9,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,2019,Pacific,4,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Timberwolves,MIN,NBA,2019,Northwest,5,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis Grizzlies,MEM,NBA,2019,Southwest,3,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Pelicans,NOP,NBA,2019,Southwest,4,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,2019,Southwest,5,Western,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,2019,Pacific,5,Western,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,2020,Central,1,Eastern,1,No,No,4,1,Orlando Magic,Yes,1,4,Miami Heat,No,NA,NA,NA,NA,NA,NA,NA,NA
Toronto Raptors,TOR,NBA,2020,Atlantic,1,Eastern,2,No,No,4,0,Brooklyn Nets,Yes,3,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA
Boston Celtics,BOS,NBA,2020,Atlantic,2,Eastern,3,No,No,4,0,Philadelphia 76ers,Yes,4,3,Toronto Raptors,Yes,2,4,Miami Heat,No,NA,NA,NA,NA
Indiana Pacers,IND,NBA,2020,Central,2,Eastern,4,No,No,0,4,Miami Heat,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,2020,Southeast,1,Eastern,5,No,No,4,0,Indiana Pacers,Yes,4,1,Milwaukee Bucks,Yes,4,2,Boston Celtics,Yes,2,4,Los Angeles Lakers,No
Philadelphia 76ers,PHI,NBA,2020,Atlantic,3,Eastern,6,No,No,0,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn Nets,BRK,NBA,2020,Atlantic,4,Eastern,7,No,No,0,4,Toronto Raptors,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,2020,Southeast,2,Eastern,8,Yes,Yes,1,4,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Wizards,WAS,NBA,2020,Southeast,3,Eastern,9,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHO,NBA,2020,Southeast,4,Eastern,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,2020,Central,3,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Knicks,NYK,NBA,2020,Atlantic,5,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,2020,Central,4,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,2020,Southeast,5,Eastern,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,2020,Central,5,Eastern,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,2020,Pacific,1,Western,1,No,No,4,1,Portland Trail Blazers,Yes,4,1,Houston Rockets,Yes,4,1,Denver Nuggets,Yes,4,2,Miami Heat,Yes
Los Angeles Clippers,LAC,NBA,2020,Pacific,2,Western,2,No,No,4,2,Dallas Mavericks,Yes,3,4,Denver Nuggets,No,NA,NA,NA,NA,NA,NA,NA,NA
Denver Nuggets,DEN,NBA,2020,Northwest,1,Western,3,No,No,4,3,Utah Jazz,Yes,4,3,Los Angeles Clippers,Yes,1,4,Los Angeles Lakers,No,NA,NA,NA,NA
Houston Rockets,HOU,NBA,2020,Southwest,1,Western,4,No,No,4,3,Oklahoma City Thunder,Yes,1,4,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma City Thunder,OKC,NBA,2020,Northwest,2,Western,5,No,No,3,4,Houston Rockets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,2020,Northwest,3,Western,6,No,No,3,4,Denver Nuggets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,2020,Southwest,2,Western,7,No,No,2,4,Los Angeles Clippers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,2020,Northwest,4,Western,8,Yes,Yes,1,4,Los Angeles Lakers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis Grizzlies,MEM,NBA,2020,Southwest,3,Western,9,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,2020,Pacific,3,Western,10,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,2020,Southwest,4,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,2020,Pacific,4,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Pelicans,NOP,NBA,2020,Southwest,5,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Timberwolves,MIN,NBA,2020,Northwest,5,Western,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,2020,Pacific,5,Western,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,2021,Atlantic,1,Eastern,1,No,No,4,1,Washington Wizards,Yes,3,4,Atlanta Hawks,No,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn Nets,BRK,NBA,2021,Atlantic,2,Eastern,2,No,No,4,1,Boston Celtics,Yes,3,4,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA
Milwaukee Bucks,MIL,NBA,2021,Central,1,Eastern,3,No,No,4,0,Miami Heat,Yes,4,3,Brooklyn Nets,Yes,4,2,Atlanta Hawks,Yes,4,2,Phoenix Suns,Yes
New York Knicks,NYK,NBA,2021,Atlantic,3,Eastern,4,No,No,1,4,Atlanta Hawks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Hawks,ATL,NBA,2021,Southeast,1,Eastern,5,No,No,4,1,New York Knicks,Yes,4,3,Philadelphia 76ers,Yes,2,4,Milwaukee Bucks,No,NA,NA,NA,NA
Miami Heat,MIA,NBA,2021,Southeast,2,Eastern,6,No,No,0,4,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Celtics,BOS,NBA,2021,Atlantic,4,Eastern,7,Yes,Yes,1,4,Brooklyn Nets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Wizards,WAS,NBA,2021,Southeast,3,Eastern,8,Yes,Yes,1,4,Philadelphia 76ers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana Pacers,IND,NBA,2021,Central,2,Eastern,9,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlotte Hornets,CHO,NBA,2021,Southeast,4,Eastern,10,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,2021,Central,3,Eastern,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toronto Raptors,TOR,NBA,2021,Atlantic,5,Eastern,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Cavaliers,CLE,NBA,2021,Central,4,Eastern,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Magic,ORL,NBA,2021,Southeast,5,Eastern,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Pistons,DET,NBA,2021,Central,5,Eastern,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Jazz,UTA,NBA,2021,Northwest,1,Western,1,No,No,4,1,Memphis Grizzlies,Yes,2,4,Los Angeles Clippers,No,NA,NA,NA,NA,NA,NA,NA,NA
Phoenix Suns,PHO,NBA,2021,Pacific,1,Western,2,No,No,4,2,Los Angeles Lakers,Yes,4,0,Denver Nuggets,Yes,4,2,Los Angeles Clippers,Yes,2,4,Milwaukee Bucks,No
Denver Nuggets,DEN,NBA,2021,Northwest,2,Western,3,No,No,4,2,Portland Trail Blazers,Yes,0,4,Phoenix Suns,No,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Clippers,LAC,NBA,2021,Pacific,2,Western,4,No,No,4,3,Dallas Mavericks,Yes,4,2,Utah Jazz,Yes,2,4,Phoenix Suns,No,NA,NA,NA,NA
Dallas Mavericks,DAL,NBA,2021,Southwest,1,Western,5,No,No,3,4,Los Angeles Clippers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portland Trail Blazers,POR,NBA,2021,Northwest,3,Western,6,No,No,2,4,Denver Nuggets,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Lakers,LAL,NBA,2021,Pacific,3,Western,7,Yes,Yes,2,4,Phoenix Suns,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memphis Grizzlies,MEM,NBA,2021,Southwest,2,Western,8,Yes,Yes,1,4,Utah Jazz,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Golden State Warriors,GSW,NBA,2021,Pacific,4,Western,9,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Antonio Spurs,SAS,NBA,2021,Southwest,3,Western,10,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Pelicans,NOP,NBA,2021,Southwest,4,Western,11,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sacramento Kings,SAC,NBA,2021,Pacific,5,Western,12,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Timberwolves,MIN,NBA,2021,Northwest,4,Western,13,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma City Thunder,OKC,NBA,2021,Northwest,5,Western,14,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Rockets,HOU,NBA,2021,Southwest,5,Western,15,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Heat,MIA,NBA,2022,Southeast,1,Eastern,1,No,No,4,1,Atlanta Hawks,Yes,4,2,Philadelphia 76ers,Yes,3,4,Boston Celtics,No,NA,NA,NA,NA
Boston Celtics,BOS,NBA,2022,Atlantic,1,Eastern,2,No,No,4,0,Brooklyn Nets,Yes,4,3,Milwaukee Bucks,Yes,4,3,Miami Heat,Yes,2,4,Golden State Warriors,No
Milwaukee Bucks,MIL,NBA,2022,Central,1,Eastern,3,No,No,4,1,Chicago Bulls,Yes,3,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia 76ers,PHI,NBA,2022,Atlantic,2,Eastern,4,No,No,4,2,Toronto Raptors,Yes,2,4,Miami Heat,No,NA,NA,NA,NA,NA,NA,NA,NA
Toronto Raptors,TOR,NBA,2022,Atlantic,3,Eastern,5,No,No,2,4,Philadelphia 76ers,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bulls,CHI,NBA,2022,Central,2,Eastern,6,No,No,1,4,Milwaukee Bucks,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn Nets,BRK,NBA,2022,Atlantic,4,Eastern,7,Yes,Yes,0,4,Boston Celtics,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
