Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,V18,OWS,DWS,WS,WS/48,V23,OBPM,DBPM,BPM,VORP,URL,Team,Season
9,Chuck Terry,23,61,1093,9.8,0.482,0.007,0.139,6.6,10,8.3,9.4,0.8,0.3,9.6,13.5,NA,1.1,1,2.2,0.095,NA,-1.5,0,-1.4,0.2,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
10,Simmie Hill,27,60,837,9.9,0.496,0.045,0.254,7.6,14.9,11.2,10.8,0.8,1.2,18.8,17.1,NA,0.1,1,1.2,0.066,NA,-3.1,0.4,-2.6,-0.1,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
11,George Gervin,21,25,783,21.9,0.534,0.015,0.344,8.5,20.2,14.3,9.8,1.7,2.7,12.3,28.4,NA,1.5,1.4,2.9,0.18,NA,2.4,1.1,3.5,1.1,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
12,Jerry Chambers,30,38,579,12.7,0.493,0,0.233,6.9,12.5,9.7,11,1,0.3,11,18.9,NA,0.6,0.6,1.3,0.104,NA,-0.7,-0.2,-0.9,0.2,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
13,Bob Netolicky,31,19,488,18.1,0.532,0,0.236,9.5,13.1,11.2,14.6,0.7,1.4,13.6,21.9,NA,0.8,0.5,1.3,0.129,NA,3.3,-0.1,3.1,0.6,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
14,Bob Warren,27,36,486,10.9,0.515,0.007,0.261,5.7,7.9,6.8,11.2,0.9,0.6,16.7,15.8,NA,0.4,0.4,0.8,0.08,NA,-0.8,-0.1,-1,0.1,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
15,Skeeter Swift,27,16,153,7.1,0.416,0.179,0.299,3.5,7.9,5.7,14.6,1,0,14.6,24.9,NA,-0.2,0.1,0,-0.015,NA,-4.5,-0.9,-5.4,-0.2,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
16,Roger Brown,23,2,26,15.5,0.833,0,0,12.4,12.7,12.5,6.1,0,0,25,13.2,NA,0.1,0,0.1,0.163,NA,-3.3,0,-3.3,0,https://www.basketball-reference.com/teams/SAA/1974.html,SAA,1973-1974
1,George Gervin,22,84,3113,20.4,0.529,0.033,0.277,8,14.2,11.2,9.8,2,2.4,11.8,26.5,NA,6.2,3.8,10,0.154,NA,2.6,0.3,3,3.9,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
2,James Silas,25,82,3105,17.2,0.587,0.002,0.428,2.4,7.5,5,17.2,1.7,0.3,14.6,19.9,NA,7.8,2,9.8,0.152,NA,1.8,-0.1,1.7,2.9,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
3,Rich Jones,28,83,3097,15.5,0.486,0.034,0.253,8,12.7,10.4,12.1,1.3,0.6,11.3,23.4,NA,3.8,2.5,6.3,0.098,NA,0.8,-1.1,-0.3,1.3,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
4,Swen Nater,25,78,2713,19.3,0.575,0.001,0.269,13.7,33.1,23.5,4.8,0.7,1.7,15.3,17.4,NA,5.4,4.4,9.7,0.172,NA,2.3,-0.6,1.7,2.5,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
5,Donnie Freeman,30,77,2381,14.2,0.512,0.005,0.348,4.5,3.2,3.8,11.4,1.3,0.3,10.1,21.3,NA,4.1,0.9,5.1,0.102,NA,0.6,-1.3,-0.7,0.8,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
6,Coby Dietrick,26,82,1724,14.5,0.535,0.009,0.223,11.2,19,15.1,12.1,2.2,1.7,19.4,13.7,NA,2.1,2.5,4.5,0.126,NA,0.1,1.8,1.9,1.7,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
7,George Karl,23,82,1629,14.8,0.542,0.043,0.331,2.9,6.5,4.7,26.6,2.7,0.2,20.5,18.5,NA,1.9,1.5,3.4,0.1,NA,0,0.4,0.3,1,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
8,Chuck Terry,24,79,1186,10.3,0.502,0.026,0.169,6.5,11.6,9.1,7.2,1.5,0.1,9.9,12.3,NA,1.4,0.9,2.3,0.093,NA,-1,0.1,-0.9,0.3,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
9,Bob Warren,28,71,992,10.8,0.546,0.026,0.343,4.3,7,5.6,11.4,1.6,0.5,18.2,14.7,NA,0.9,0.7,1.6,0.077,NA,-1.2,0.2,-1.1,0.2,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
10,Bill Franklin,25,24,179,12.8,0.415,0.012,0.271,21.9,23.7,22.8,7.4,0.8,0.6,15.9,24.7,NA,-0.1,0.2,0.1,0.039,NA,-3.4,-2.1,-5.6,-0.2,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
11,Collis Temple,22,24,102,12.9,0.463,0.024,0.244,13.8,16.4,15.1,19.2,1.8,2.1,20.9,22,NA,0,0.1,0.1,0.067,NA,-3.6,0.6,-3,0,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
12,Stan Love,25,12,64,14.4,0.457,0,0.133,9.4,27.7,18.7,19.3,0,3.4,15.9,23.1,NA,0,0.1,0.1,0.078,NA,-3.6,0.5,-3.1,0,https://www.basketball-reference.com/teams/SAA/1975.html,SAA,1974-1975
1,James Silas,26,84,3112,21.2,0.599,0.001,0.467,3.7,6.9,5.4,20,2.2,0.4,13.2,23.8,NA,10.5,2.7,13.1,0.202,NA,3.4,0,3.4,4.2,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
2,Billy Paultz,27,83,2958,18.6,0.541,0.002,0.288,7.3,21.1,14.5,15,0.9,4.5,15.4,19.5,NA,4.3,4.4,8.7,0.141,NA,2,1.7,3.7,4.3,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
3,Larry Kenon,23,81,2920,16.6,0.516,0.001,0.211,10.2,20,15.3,7,1.4,0.8,14.2,22.6,NA,2.7,3.5,6.2,0.101,NA,0.7,-1.5,-0.8,0.9,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
4,George Gervin,23,81,2748,20,0.556,0.039,0.282,6.7,12.8,9.9,10.4,1.8,2.3,12,25.3,NA,6.1,3.2,9.3,0.162,NA,2.5,0,2.6,3.2,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
5,Mike Gale,25,78,1782,11.2,0.487,0.034,0.158,2.8,8.6,5.8,16.5,3.1,1.2,20.9,14.8,NA,-0.2,2.2,2,0.053,NA,-1.7,1.7,-0.1,0.9,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
6,Mark Olberding,19,70,1621,13.9,0.567,0,0.441,9.5,16.3,13,9.4,1.1,1,17.1,15.8,NA,2.6,1.6,4.2,0.124,NA,0.1,-0.4,-0.3,0.7,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
7,Coby Dietrick,27,81,1467,12.1,0.534,0.017,0.203,7.7,15.7,11.8,13.2,2.1,1.5,20.3,14.5,NA,1.1,1.9,3,0.098,NA,-1.4,1.3,-0.1,0.7,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
8,George Karl,24,75,1200,10.4,0.5,0.027,0.317,1.1,4.2,2.7,25,2.2,0.1,22.1,15.7,NA,0.4,0.9,1.3,0.05,NA,-2.3,-0.6,-2.9,-0.3,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
9,Allan Bristow,24,47,882,13.5,0.527,0.004,0.339,8,11.5,9.8,16.8,1.2,0.1,16.8,16.3,NA,1.2,0.7,1.9,0.104,NA,0.4,-0.7,-0.3,0.4,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
10,Henry Ward,24,61,688,11.5,0.478,0.069,0.081,6.8,13.2,10.1,6.9,1,0.8,11.5,21.8,NA,0.1,0.6,0.7,0.048,NA,-2.3,-1.7,-4,-0.3,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
11,Tom Owens,26,39,538,13.9,0.542,0,0.33,10.4,18,14.3,9.6,0.3,1.3,12.2,17,NA,1,0.5,1.5,0.135,NA,-0.6,-0.9,-1.5,0.1,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
12,Ken Smith,22,19,164,10.6,0.455,0.06,0.193,5.7,8.8,7.3,5.7,1.1,0,8.2,23,NA,0.1,0.1,0.2,0.045,NA,-3.2,-1.6,-4.8,-0.1,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
13,Stew Johnson,31,10,123,4.7,0.282,0.103,0.051,8.4,7,7.7,15.5,0.7,0,2.4,25.6,NA,-0.3,0.1,-0.2,-0.092,NA,-4.6,-2.3,-6.9,-0.3,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
14,Bill Franklin,26,10,95,14,0.568,0,0.727,13,17.2,15.2,6.3,1.4,1.7,14.7,13.8,NA,0.2,0.1,0.3,0.145,NA,-2.1,0,-2,0,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
15,Skip Wise,20,2,10,2.5,0.5,0,0,10.3,19.2,14.9,13.2,0,0,33.3,23.1,NA,0,0,0,-0.088,NA,-4.9,-0.2,-5,0,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
16,Dennis Van Zant,23,1,2,39.3,1.136,NA,NA,0,48,24.9,0,0,0,0,16.9,NA,0,0,0,0.856,NA,-4.5,0.1,-4.4,0,https://www.basketball-reference.com/teams/SAA/1976.html,SAA,1975-1976
1,Mark Olberding,19,11,434,12.6,0.516,0,0.299,7.6,16.3,11.8,6.3,1.1,0.9,14.2,17.3,NA,0.3,0.5,0.9,0.096,NA,-1.6,0.3,-1.4,0.1,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
2,Caldwell Jones,25,10,407,16.6,0.456,0,0.206,9.7,23.3,16.2,8.3,1.5,5,11.6,19.1,NA,0.1,0.8,1,0.112,NA,-0.5,2.1,1.6,0.4,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
3,Dave Robisch,26,11,374,20.7,0.549,0.007,0.522,12.8,19.1,15.9,8.5,0.8,1.6,9.4,19.2,NA,1.1,0.5,1.6,0.208,NA,3.8,0,3.7,0.6,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
4,Pat McFarland,24,11,275,14.6,0.509,0.017,0.183,5.8,9.9,7.8,22.9,1,0.2,18.3,22.8,NA,0.2,0.2,0.4,0.067,NA,0,-0.6,-0.6,0.1,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
5,Kevin Joyce,24,9,266,6.1,0.389,0.046,0.296,0.4,2.3,1.3,25.9,2.2,0,21.8,23.1,NA,-0.7,0.2,-0.5,-0.088,NA,-4.2,-1.4,-5.6,-0.3,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
6,Bob Warren,29,10,265,13.6,0.531,0.037,0.395,9.6,12.2,10.8,12.7,1.6,1.2,19.5,17.6,NA,0.2,0.3,0.6,0.102,NA,-0.9,0.8,-0.1,0.1,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
7,Stew Johnson,31,10,227,7.6,0.378,0.042,0.151,5,7.5,6.2,5.5,1.3,0.2,8,24,NA,-0.3,0.2,-0.1,-0.023,NA,-3.9,-1.3,-5.1,-0.2,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
8,Bo Lamar,24,6,222,13.6,0.462,0.071,0.124,3.8,4.1,3.9,26.9,1.3,0.2,14.4,24.7,NA,0,0.1,0.2,0.037,NA,0.2,-1.1,-0.9,0.1,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
9,Joby Wright,25,10,105,7.7,0.573,0,0.37,6.3,14.4,10.2,0,1.8,1,25.9,15.9,NA,-0.1,0.1,0.1,0.027,NA,-4.7,0.4,-4.3,-0.1,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
10,Lee Davis,30,7,51,-4.5,0.21,0,0.182,0,9.9,4.8,2.5,0,0,7.8,10,NA,-0.1,0,-0.1,-0.084,NA,-6,-0.3,-6.3,-0.1,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
11,Tom Ingelsby,24,5,14,10.6,0.515,0,0.667,6.7,14.4,10.4,0,0,0,0,10.9,NA,0,0,0,0.143,NA,-4.3,0,-4.3,0,https://www.basketball-reference.com/teams/SDS/1976.html,SDS,1975-1976
1,Marvin Barnes,22,77,3076,20.8,0.527,0.002,0.282,13.3,25.9,19.5,12,1.4,2.3,14.9,25.4,NA,4.6,4,8.6,0.133,NA,2.1,-0.4,1.7,2.9,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
2,Gus Gerard,21,84,2702,14.8,0.49,0.005,0.229,10.2,14.1,12.1,9.6,1.1,2.2,13.4,21.8,NA,2.3,2,4.3,0.076,NA,-0.2,-1,-1.2,0.6,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
3,Freddie Lewis,31,63,2563,17.7,0.548,0.054,0.361,3.8,5.8,4.8,18.8,2.4,0.1,13.1,22.1,NA,5.8,1.5,7.2,0.135,NA,1.8,-0.3,1.5,2.3,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
4,Maurice Lucas,22,80,2464,16.4,0.51,0.01,0.244,11.2,22.1,16.5,15.5,1.6,1.4,16.7,19.2,NA,2.8,2.7,5.5,0.108,NA,0.6,0.4,0.9,1.8,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
5,Steve Jones,32,69,1884,10.5,0.503,0.029,0.315,2.2,8.2,5.1,13.4,1.3,0.2,16.5,18,NA,0.9,0.7,1.6,0.042,NA,-2.1,-1.2,-3.3,-0.6,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
6,Goo Kennedy,25,74,1532,15.2,0.563,0.002,0.332,10.9,13.4,12.2,5.2,1.9,0.3,13,17.5,NA,2.8,1.2,4,0.125,NA,0.3,-0.7,-0.5,0.6,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
7,Mike Barr,24,54,1341,8.2,0.523,0.007,0.152,1.5,5.7,3.5,15.8,2.3,0.5,25.8,10.9,NA,-0.1,0.8,0.7,0.025,NA,-3.2,0.6,-2.6,-0.2,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
8,Fly Williams,21,71,1239,11.8,0.484,0.022,0.157,5.7,9,7.3,16.6,2.3,0.4,20.5,26.5,NA,-1.2,0.9,-0.3,-0.014,NA,-2.7,-1.2,-3.9,-0.6,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
9,Joe Caldwell,33,25,841,14.1,0.5,0.021,0.267,5.1,8.1,6.6,20.6,2.6,0.6,16.9,19.8,NA,0.4,0.7,1.1,0.061,NA,-0.2,0.3,0.1,0.4,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
10,Jimmy Foster,23,41,806,5.7,0.409,0.029,0.163,2.3,7.1,4.6,21.3,2.2,0.3,28.2,14.7,NA,-1.2,0.5,-0.7,-0.039,NA,-5.5,-0.4,-5.9,-0.8,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
11,Terry Driscoll,27,30,351,9,0.418,0,0.221,10.3,14.8,12.5,11.4,1.2,0.9,17.3,17.5,NA,-0.2,0.2,0.1,0.011,NA,-3.3,-0.9,-4.2,-0.2,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
12,Tom Ingelsby,23,22,344,12.7,0.535,0.056,0.3,6.3,8.3,7.3,13.8,1.9,0.2,14.3,13.1,NA,0.5,0.2,0.7,0.094,NA,-0.2,0.1,-0.1,0.2,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
13,Don Adams,27,16,342,11,0.469,0.01,0.224,6,14,9.9,19.5,1.7,0.3,20,14.9,NA,0.1,0.3,0.3,0.049,NA,-1.7,0.2,-1.5,0,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
14,Bernie Fryer,25,9,264,5.6,0.436,0.015,0.412,1.9,6.6,4.2,11.7,1,0,17.5,14,NA,-0.1,0.1,0,-0.004,NA,-4.1,-1,-5.1,-0.3,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
15,Dennis Wuycik,24,25,219,7,0.48,0.014,0.257,7.6,9.8,8.7,10.6,1.2,0.2,23.3,18.6,NA,-0.2,0.1,-0.1,-0.021,NA,-4.4,-1.1,-5.6,-0.2,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
16,Gene Moore,29,13,108,11.4,0.444,0,0.125,13.6,25.5,19.4,5.7,1.7,3.4,26.2,16.1,NA,-0.1,0.2,0,0.014,NA,-3.4,0,-3.4,0,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
17,Milt Williams,29,4,95,10.7,0.579,0,0,4.1,9.7,6.8,15.5,4.8,0,34.5,11.6,NA,0,0.1,0.1,0.042,NA,-3.1,1.6,-1.5,0,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
18,Tom Owens,25,5,89,15,0.551,0,0.346,12.1,17.2,14.6,10.2,1,1.8,16.7,15.3,NA,0.1,0.1,0.2,0.104,NA,-1.5,-0.1,-1.6,0.1,https://www.basketball-reference.com/teams/SSL/1975.html,SSL,1974-1975
1,Marvin Barnes,23,67,2487,21.6,0.537,0.008,0.25,10.2,18,14.1,9.2,2.3,2.9,13.3,26.6,NA,4.1,3.5,7.6,0.146,NA,2.5,0.3,2.7,3,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
2,Ron Boone,29,62,2325,16.7,0.531,0.031,0.194,3.9,6.4,5.2,19.4,2.5,0.3,15.2,23.7,NA,3,1.7,4.6,0.096,NA,0.9,-0.5,0.4,1.4,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
3,Freddie Lewis,32,74,2266,13.7,0.502,0.111,0.333,2.9,6.3,4.6,17.3,2.2,0.2,15,21.7,NA,1.8,1.4,3.2,0.069,NA,-0.7,-0.9,-1.6,0.2,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
4,M.L. Carr,25,74,2174,15.3,0.517,0.031,0.262,7.6,12.9,10.2,13.7,2.7,1.1,15.6,18.2,NA,2.1,2.4,4.5,0.099,NA,0.4,0.7,1.1,1.7,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
5,Caldwell Jones,25,51,1810,15.5,0.517,0.012,0.204,7.8,22.2,15,8,1.3,4.9,14.7,15.3,NA,1.6,2.7,4.3,0.114,NA,-0.7,1.6,0.9,1.3,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
6,Don Chaney,29,48,1475,10,0.453,0.009,0.179,7.4,8,7.7,14.4,2,1.3,19.4,15.8,NA,-0.3,1.1,0.8,0.027,NA,-2,0,-2,0,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
7,Moses Malone,20,43,1168,16.8,0.538,0.004,0.373,16.2,18,17.1,7,1,1.3,19.7,23.2,NA,0.8,1.1,1.9,0.077,NA,0.3,-2.4,-2.1,0,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
8,Maurice Lucas,23,28,1065,16.3,0.486,0.02,0.17,9.6,28.8,19.2,10.5,0.8,1.1,16,25.1,NA,0,1.4,1.4,0.062,NA,-0.6,-1.5,-2.1,0,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
9,Mike Barr,25,56,1048,12.5,0.568,0.067,0.229,2.7,7.4,5,20.6,2.8,0.4,23.9,12.6,NA,0.9,0.9,1.7,0.08,NA,-1.2,0.8,-0.4,0.4,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
10,Randy Denton,26,51,949,12.5,0.446,0.003,0.134,8.9,21.2,15,6.9,1.2,1.1,11.1,18.9,NA,0.2,1,1.2,0.061,NA,-1.9,-1.2,-3.1,-0.3,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
11,Mike D'Antoni,24,50,798,9.6,0.499,0.025,0.16,1.9,7.3,4.6,17.4,3.6,0.9,21.3,10.5,NA,0.2,0.9,1.1,0.068,NA,-3.9,2.8,-1.1,0.2,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
12,Don Adams,28,20,725,11.6,0.454,0.008,0.331,5.9,9.6,7.8,15.4,2.4,0.5,15.3,17.9,NA,0.1,0.6,0.8,0.05,NA,-2,0.1,-1.9,0,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
13,Gus Gerard,22,22,542,12,0.449,0.008,0.331,8.4,15.9,12.2,6.1,1.5,1.8,14,22.7,NA,-0.1,0.6,0.4,0.036,NA,-2.8,-1.2,-4.1,-0.3,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
14,Steve Green,22,36,534,10.5,0.444,0.021,0.214,6.9,8,7.4,8.8,1.6,0.7,10.7,21.3,NA,0,0.3,0.4,0.033,NA,-2.8,-1.4,-4.2,-0.3,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
15,Rudy Hackett,22,22,414,10.1,0.462,0,0.374,4.7,13.6,9.1,8.5,1.6,1,13.6,16.3,NA,0,0.4,0.4,0.045,NA,-2.6,-0.2,-2.8,-0.1,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
16,Barry Parkhill,24,35,377,5.3,0.386,0.11,0.08,0.5,6.2,3.3,20.5,1.1,1,21.9,13.4,NA,-0.4,0.2,-0.3,-0.034,NA,-4.7,-1,-5.6,-0.4,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
17,Harry Rogers,25,18,298,16.2,0.509,0.016,0.194,12.3,18.9,15.6,6.9,1.8,1.1,13.5,19.9,NA,0.3,0.3,0.7,0.106,NA,-0.3,-0.8,-1,0.1,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
18,Paul Ruffner,27,2,5,35.8,0.667,0,0,19.4,38.8,29.1,0,0,0,0,22.9,NA,0,0,0,0.336,NA,-4.1,-0.1,-4.1,0,https://www.basketball-reference.com/teams/SSL/1976.html,SSL,1975-1976
1,Red Robbins,26,82,2995,15,0.501,0.048,0.3,NA,NA,13.9,7.4,NA,NA,11,14.1,NA,1.5,5.4,6.9,0.111,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
2,Zelmo Beaty,31,76,2915,25.2,0.612,0.003,0.445,NA,NA,17.4,7.2,NA,NA,12.1,20.4,NA,10.1,6,16,0.264,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
3,Willie Wise,23,82,2676,17.3,0.514,0.016,0.441,NA,NA,12.8,10.1,NA,NA,12.4,19.8,NA,2.7,4.8,7.5,0.134,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
4,Merv Jackson,24,65,1902,13.1,0.48,0.024,0.292,NA,NA,5.9,15.8,NA,NA,12.9,20.9,NA,0.4,2.7,3.1,0.079,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
5,George Stone,24,78,1734,17,0.522,0.194,0.193,NA,NA,8.9,8.5,NA,NA,7.6,20,NA,2.2,2.5,4.6,0.128,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
6,Glen Combs,24,44,1599,16.1,0.552,0.119,0.402,NA,NA,4.3,14.6,NA,NA,13.4,21.2,NA,3.3,2,5.3,0.159,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
7,Mike Butler,24,71,1414,14.1,0.505,0.193,0.26,NA,NA,3.9,17.7,NA,NA,12.9,21.4,NA,1.2,1.9,3.1,0.107,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
8,Ron Boone,24,44,1163,15.5,0.483,0.114,0.277,NA,NA,9.3,13.9,NA,NA,14.1,26.3,NA,0.4,1.9,2.3,0.093,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
9,Wayne Hightower,31,35,1135,13.1,0.463,0.002,0.419,NA,NA,10.8,11.6,NA,NA,14.2,19,NA,-0.2,1.9,1.7,0.072,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
10,Jeff Congdon,27,38,983,6.2,0.404,0.223,0.175,NA,NA,3.9,19.3,NA,NA,20.6,17,NA,-1.2,1.4,0.2,0.011,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
11,Donnie Freeman,26,24,801,23.4,0.555,0.009,0.442,NA,NA,7.3,21.5,NA,NA,13.4,27,NA,2.2,1.3,3.5,0.211,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
12,Dick Nemelka,27,39,504,9.8,0.46,0.291,0.23,NA,NA,5,14.7,NA,NA,14.9,20,NA,-0.1,0.7,0.5,0.052,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
13,Rod McDonald,25,29,206,18.5,0.488,0.018,0.229,NA,NA,19.2,4.9,NA,NA,12.4,24.4,NA,0.1,0.4,0.5,0.121,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
14,Tom Workman,26,17,190,13.6,0.495,0.077,0.356,NA,NA,10.3,8.2,NA,NA,17.8,28.2,NA,0.1,0.3,0.4,0.106,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
15,Sam Smith,27,10,43,11,0.345,0.15,0.2,NA,NA,12.9,11.7,NA,NA,4.4,19.4,NA,-0.1,0.1,-0.1,-0.067,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1971.html,UTS,1970-1971
1,Willie Wise,24,84,3300,20.7,0.558,0.012,0.43,8.2,16.1,12.3,12.5,NA,NA,13.9,23.7,NA,7.7,3.5,11.2,0.164,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1972.html,UTS,1971-1972
2,Zelmo Beaty,32,84,3133,24.6,0.607,0.005,0.466,10.9,20.9,16.1,5.8,NA,NA,12,22.8,NA,11.6,3.5,15.1,0.232,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1972.html,UTS,1971-1972
3,Glen Combs,25,84,2906,13.7,0.544,0.229,0.343,1.7,4.9,3.4,14,NA,NA,13,19.4,NA,4.7,2,6.7,0.111,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1972.html,UTS,1971-1972
4,Jimmy Jones,27,78,2903,14.7,0.568,0.007,0.401,3,8.5,5.9,22,NA,NA,20.3,17.7,NA,5.5,2.8,8.3,0.138,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1972.html,UTS,1971-1972
5,Red Robbins,27,78,2567,16.3,0.568,0.094,0.267,8.1,16.7,12.6,6.3,NA,NA,9.3,13.9,NA,4.2,2.5,6.7,0.125,NA,NA,NA,NA,NA,https://www.basketball-reference.com/teams/UTS/1972.html,UTS,1971-1972
